Postcode,Bevolking,Inkomen,Gemiddelde_leeftijd,Private_households,Institutional_household,Single_persons,Single_parent,Couple_with_kids,Couple_no_kids,Kid_living_with_parents,Other_household_member,nulTotTien,tienTotTwintig,twintigTotDertig,dertigTotVeertig,veertigTotVijftig,vijftigTotZestig,zestigTotZeventig,zeventigPlus
8764,85.0,36.9,48.67647058823529,1.0,0.0,0.11764705882352941,0.058823529411764705,0.17647058823529413,0.4117647058823529,0.23529411764705882,0.0,0.11764705882352941,0.11764705882352941,0.0,0.058823529411764705,0.11764705882352941,0.23529411764705882,0.17647058823529413,0.17647058823529413
8765,460.0,48.3,39.862637362637365,1.0,0.0,0.06521739130434782,0.021739130434782608,0.2826086956521739,0.2391304347826087,0.3804347826086957,0.010869565217391304,0.0989010989010989,0.17582417582417584,0.10989010989010989,0.07692307692307693,0.14285714285714285,0.18681318681318682,0.13186813186813187,0.07692307692307693
8766,5.0,48.3,77.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8771,1000.0,35.8,40.13819095477387,1.0,0.0,0.1,0.025,0.26,0.275,0.315,0.025,0.11557788944723618,0.1507537688442211,0.10552763819095477,0.10050251256281408,0.1407035175879397,0.16080402010050251,0.12060301507537688,0.10552763819095477
8772,20.0,35.8,52.5,1.0,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
8773,320.0,41.7,42.66129032258065,1.0,0.0,0.078125,0.03125,0.25,0.34375,0.296875,0.0,0.08064516129032258,0.16129032258064516,0.06451612903225806,0.0967741935483871,0.16129032258064516,0.1774193548387097,0.1935483870967742,0.06451612903225806
8774,145.0,41.7,37.833333333333336,1.0,0.0,0.034482758620689655,0.0,0.3448275862068966,0.20689655172413793,0.41379310344827586,0.0,0.16666666666666666,0.13333333333333333,0.1,0.06666666666666667,0.2,0.13333333333333333,0.13333333333333333,0.06666666666666667
8775,35.0,41.7,46.25,1.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.25,0.0,0.0,0.125,0.125,0.0,0.25,0.25
8801,6650.0,29.7,46.683520599250926,0.9533834586466166,0.04661654135338346,0.2,0.031578947368421054,0.18646616541353384,0.3105263157894737,0.21278195488721804,0.012030075187969926,0.08464419475655431,0.09737827715355805,0.10262172284644194,0.10936329588014981,0.12209737827715356,0.13632958801498127,0.14382022471910114,0.20374531835205992
8802,6125.0,33.7,42.08435207823961,0.9975510204081632,0.0024489795918367346,0.1273469387755102,0.03836734693877551,0.2506122448979592,0.27346938775510204,0.2987755102040816,0.008979591836734694,0.09861450692746536,0.15077424612876936,0.09535452322738386,0.09209453952730236,0.1426242868785656,0.15647921760391198,0.14506927465362673,0.11898940505297473
8804,1100.0,33.2,42.58658008658009,0.9681818181818181,0.031818181818181815,0.1318181818181818,0.02727272727272727,0.2590909090909091,0.2590909090909091,0.2863636363636364,0.004545454545454545,0.1038961038961039,0.1341991341991342,0.12121212121212122,0.09956709956709957,0.12121212121212122,0.15584415584415584,0.11688311688311688,0.1471861471861472
8805,220.0,31.3,45.68181818181818,1.0,0.0,0.13636363636363635,0.022727272727272728,0.20454545454545456,0.4318181818181818,0.20454545454545456,0.0,0.06818181818181818,0.09090909090909091,0.11363636363636363,0.06818181818181818,0.13636363636363635,0.18181818181818182,0.2727272727272727,0.06818181818181818
